year,util_practice_desc,state_name,reference_period_desc,Value
1948,GRAIN,KANSAS,YEAR,32.5
1947,GRAIN,KANSAS,YEAR,18.0
1946,GRAIN,KANSAS,YEAR,22.0
1945,GRAIN,KANSAS,YEAR,23.5
1944,GRAIN,KANSAS,YEAR,27.6
1943,GRAIN,KANSAS,YEAR,23.0
1942,GRAIN,KANSAS,YEAR,27.0
1941,GRAIN,KANSAS,YEAR,23.0
1940,GRAIN,KANSAS,YEAR,17.5
1939,GRAIN,KANSAS,YEAR,15.2
1938,GRAIN,KANSAS,YEAR,21.0
1937,GRAIN,KANSAS,YEAR,13.0
1936,GRAIN,KANSAS,YEAR,6.0
1935,GRAIN,KANSAS,YEAR,9.5
1934,GRAIN,KANSAS,YEAR,5.2
1933,GRAIN,KANSAS,YEAR,12.0
1932,GRAIN,KANSAS,YEAR,19.0
1931,GRAIN,KANSAS,YEAR,18.0
1930,GRAIN,KANSAS,YEAR,12.5
1929,GRAIN,KANSAS,YEAR,18.0
1928,GRAIN,KANSAS,YEAR,25.0
1927,GRAIN,KANSAS,YEAR,27.0
1926,GRAIN,KANSAS,YEAR,12.0
1925,GRAIN,KANSAS,YEAR,17.6
1924,GRAIN,KANSAS,YEAR,21.7
1923,GRAIN,KANSAS,YEAR,23.0
1922,GRAIN,KANSAS,YEAR,19.0
1921,GRAIN,KANSAS,YEAR,22.8
1920,GRAIN,KANSAS,YEAR,26.2
1919,GRAIN,KANSAS,YEAR,15.5
1918,GRAIN,KANSAS,YEAR,7.0
1917,GRAIN,KANSAS,YEAR,13.0
1916,GRAIN,KANSAS,YEAR,10.0
1915,GRAIN,KANSAS,YEAR,31.0
1914,GRAIN,KANSAS,YEAR,18.5
1913,GRAIN,KANSAS,YEAR,3.0
1912,GRAIN,KANSAS,YEAR,23.0
1911,GRAIN,KANSAS,YEAR,14.5
1910,GRAIN,KANSAS,YEAR,19.0
1909,GRAIN,KANSAS,YEAR,19.1
1908,GRAIN,KANSAS,YEAR,22.0
1907,GRAIN,KANSAS,YEAR,22.0
1906,GRAIN,KANSAS,YEAR,29.0
1905,GRAIN,KANSAS,YEAR,28.0
1904,GRAIN,KANSAS,YEAR,21.0
1903,GRAIN,KANSAS,YEAR,26.0
1902,GRAIN,KANSAS,YEAR,30.0
1901,GRAIN,KANSAS,YEAR,8.0
1900,GRAIN,KANSAS,YEAR,19.0
1899,GRAIN,KANSAS,YEAR,27.8
1898,GRAIN,KANSAS,YEAR,19.0
1897,GRAIN,KANSAS,YEAR,19.0
1896,GRAIN,KANSAS,YEAR,28.0
1895,GRAIN,KANSAS,YEAR,24.5
1894,GRAIN,KANSAS,YEAR,11.0
1893,GRAIN,KANSAS,YEAR,21.5
1892,GRAIN,KANSAS,YEAR,24.5
1891,GRAIN,KANSAS,YEAR,26.5
1890,GRAIN,KANSAS,YEAR,10.5
1889,GRAIN,KANSAS,YEAR,35.5
1888,GRAIN,KANSAS,YEAR,26.5
1887,GRAIN,KANSAS,YEAR,14.5
1886,GRAIN,KANSAS,YEAR,22.0
1885,GRAIN,KANSAS,YEAR,32.5
1884,GRAIN,KANSAS,YEAR,37.0
1883,GRAIN,KANSAS,YEAR,36.5
1882,GRAIN,KANSAS,YEAR,33.5
1881,GRAIN,KANSAS,YEAR,18.0
1880,GRAIN,KANSAS,YEAR,29.5
1879,GRAIN,KANSAS,YEAR,30.9
1878,GRAIN,KANSAS,YEAR,28.5
1877,GRAIN,KANSAS,YEAR,34.0
1876,GRAIN,KANSAS,YEAR,35.0
1875,GRAIN,KANSAS,YEAR,34.5
1874,GRAIN,KANSAS,YEAR,10.5
1873,GRAIN,KANSAS,YEAR,23.5
1872,GRAIN,KANSAS,YEAR,36.0
1871,GRAIN,KANSAS,YEAR,36.5
1870,GRAIN,KANSAS,YEAR,28.0
1869,GRAIN,KANSAS,YEAR,38.5
1868,GRAIN,KANSAS,YEAR,20.0
1867,GRAIN,KANSAS,YEAR,38.5
1866,GRAIN,KANSAS,YEAR,28.0
2024,GRAIN,KENTUCKY,YEAR,180.0
2023,GRAIN,KENTUCKY,YEAR,187.0
2022,GRAIN,KENTUCKY,YEAR,156.0
2021,GRAIN,KENTUCKY,YEAR,192.0
2020,GRAIN,KENTUCKY,YEAR,184.0
2019,GRAIN,KENTUCKY,YEAR,169.0
2018,GRAIN,KENTUCKY,YEAR,175.0
2017,GRAIN,KENTUCKY,YEAR,178.0
2016,GRAIN,KENTUCKY,YEAR,159.0
2015,GRAIN,KENTUCKY,YEAR,172.0
2014,GRAIN,KENTUCKY,YEAR,158.0
2013,GRAIN,KENTUCKY,YEAR,170.0
2012,GRAIN,KENTUCKY,YEAR,68.0
2011,GRAIN,KENTUCKY,YEAR,139.0
2010,GRAIN,KENTUCKY,YEAR,124.0
2009,GRAIN,KENTUCKY,YEAR,165.0
2008,GRAIN,KENTUCKY,YEAR,136.0
2007,GRAIN,KENTUCKY,YEAR,128.0
2006,GRAIN,KENTUCKY,YEAR,146.0
2005,GRAIN,KENTUCKY,YEAR,132.0
2004,GRAIN,KENTUCKY,YEAR,152.0
2003,GRAIN,KENTUCKY,YEAR,137.0
2002,GRAIN,KENTUCKY,YEAR,104.0
2001,GRAIN,KENTUCKY,YEAR,142.0
2000,GRAIN,KENTUCKY,YEAR,130.0
1999,GRAIN,KENTUCKY,YEAR,105.0
1998,GRAIN,KENTUCKY,YEAR,115.0
1997,GRAIN,KENTUCKY,YEAR,103.0
1996,GRAIN,KENTUCKY,YEAR,124.0
1995,GRAIN,KENTUCKY,YEAR,108.0
1994,GRAIN,KENTUCKY,YEAR,128.0
1993,GRAIN,KENTUCKY,YEAR,104.0
1992,GRAIN,KENTUCKY,YEAR,132.0
1991,GRAIN,KENTUCKY,YEAR,89.0
1990,GRAIN,KENTUCKY,YEAR,100.0
1989,GRAIN,KENTUCKY,YEAR,116.0
1988,GRAIN,KENTUCKY,YEAR,73.0
1987,GRAIN,KENTUCKY,YEAR,104.0
1986,GRAIN,KENTUCKY,YEAR,92.0
1985,GRAIN,KENTUCKY,YEAR,102.0
1984,GRAIN,KENTUCKY,YEAR,100.0
1983,GRAIN,KENTUCKY,YEAR,48.0
1982,GRAIN,KENTUCKY,YEAR,103.0
1981,GRAIN,KENTUCKY,YEAR,98.0
1980,GRAIN,KENTUCKY,YEAR,70.0
1979,GRAIN,KENTUCKY,YEAR,102.0
1978,GRAIN,KENTUCKY,YEAR,85.0
1977,GRAIN,KENTUCKY,YEAR,90.0
1976,GRAIN,KENTUCKY,YEAR,102.0
1975,GRAIN,KENTUCKY,YEAR,77.0
1974,GRAIN,KENTUCKY,YEAR,82.0
1973,GRAIN,KENTUCKY,YEAR,85.0
1972,GRAIN,KENTUCKY,YEAR,86.0
1971,GRAIN,KENTUCKY,YEAR,77.0
1970,GRAIN,KENTUCKY,YEAR,50.0
1969,GRAIN,KENTUCKY,YEAR,77.0
1968,GRAIN,KENTUCKY,YEAR,66.0
1967,GRAIN,KENTUCKY,YEAR,80.0
1966,GRAIN,KENTUCKY,YEAR,59.0
1965,GRAIN,KENTUCKY,YEAR,69.0
1964,GRAIN,KENTUCKY,YEAR,56.0
1963,GRAIN,KENTUCKY,YEAR,66.0
1962,GRAIN,KENTUCKY,YEAR,58.0
1961,GRAIN,KENTUCKY,YEAR,55.0
1960,GRAIN,KENTUCKY,YEAR,48.0
1959,GRAIN,KENTUCKY,YEAR,45.0
1958,GRAIN,KENTUCKY,YEAR,47.0
1957,GRAIN,KENTUCKY,YEAR,41.0
1956,GRAIN,KENTUCKY,YEAR,46.0
1955,GRAIN,KENTUCKY,YEAR,41.0
1954,GRAIN,KENTUCKY,YEAR,31.0
1953,GRAIN,KENTUCKY,YEAR,35.5
1952,GRAIN,KENTUCKY,YEAR,28.0
1951,GRAIN,KENTUCKY,YEAR,37.5
1950,GRAIN,KENTUCKY,YEAR,37.0
1949,GRAIN,KENTUCKY,YEAR,35.5
1948,GRAIN,KENTUCKY,YEAR,40.0
1947,GRAIN,KENTUCKY,YEAR,35.0
1946,GRAIN,KENTUCKY,YEAR,36.0
1945,GRAIN,KENTUCKY,YEAR,32.0
1944,GRAIN,KENTUCKY,YEAR,24.7
1943,GRAIN,KENTUCKY,YEAR,28.0
1942,GRAIN,KENTUCKY,YEAR,31.0
1941,GRAIN,KENTUCKY,YEAR,28.5
1940,GRAIN,KENTUCKY,YEAR,24.5
1939,GRAIN,KENTUCKY,YEAR,24.6
1938,GRAIN,KENTUCKY,YEAR,26.5
1937,GRAIN,KENTUCKY,YEAR,25.5
1936,GRAIN,KENTUCKY,YEAR,17.0
1935,GRAIN,KENTUCKY,YEAR,21.5
1934,GRAIN,KENTUCKY,YEAR,22.0
1933,GRAIN,KENTUCKY,YEAR,24.5
1932,GRAIN,KENTUCKY,YEAR,23.0
1931,GRAIN,KENTUCKY,YEAR,27.0
1930,GRAIN,KENTUCKY,YEAR,10.0
1929,GRAIN,KENTUCKY,YEAR,23.1
1928,GRAIN,KENTUCKY,YEAR,20.0
1927,GRAIN,KENTUCKY,YEAR,23.0
1926,GRAIN,KENTUCKY,YEAR,27.5
1925,GRAIN,KENTUCKY,YEAR,23.0
1924,GRAIN,KENTUCKY,YEAR,23.0
1923,GRAIN,KENTUCKY,YEAR,24.0
1922,GRAIN,KENTUCKY,YEAR,24.0
1921,GRAIN,KENTUCKY,YEAR,22.0
1920,GRAIN,KENTUCKY,YEAR,27.5
1919,GRAIN,KENTUCKY,YEAR,22.5
1918,GRAIN,KENTUCKY,YEAR,23.5
1917,GRAIN,KENTUCKY,YEAR,29.0
1916,GRAIN,KENTUCKY,YEAR,26.0
1915,GRAIN,KENTUCKY,YEAR,27.5
1914,GRAIN,KENTUCKY,YEAR,23.0
1913,GRAIN,KENTUCKY,YEAR,18.5
1912,GRAIN,KENTUCKY,YEAR,27.0
1911,GRAIN,KENTUCKY,YEAR,23.0
1910,GRAIN,KENTUCKY,YEAR,25.5
1909,GRAIN,KENTUCKY,YEAR,24.3
1908,GRAIN,KENTUCKY,YEAR,22.0
1907,GRAIN,KENTUCKY,YEAR,27.0
1906,GRAIN,KENTUCKY,YEAR,30.5
1905,GRAIN,KENTUCKY,YEAR,29.0
1904,GRAIN,KENTUCKY,YEAR,27.0
1903,GRAIN,KENTUCKY,YEAR,26.0
1902,GRAIN,KENTUCKY,YEAR,26.0
1901,GRAIN,KENTUCKY,YEAR,16.0
1900,GRAIN,KENTUCKY,YEAR,26.5
1899,GRAIN,KENTUCKY,YEAR,22.3
1898,GRAIN,KENTUCKY,YEAR,31.0
1897,GRAIN,KENTUCKY,YEAR,22.5
1896,GRAIN,KENTUCKY,YEAR,28.0
1895,GRAIN,KENTUCKY,YEAR,30.0
1894,GRAIN,KENTUCKY,YEAR,22.5
1893,GRAIN,KENTUCKY,YEAR,21.0
1892,GRAIN,KENTUCKY,YEAR,23.0
1891,GRAIN,KENTUCKY,YEAR,28.5
1890,GRAIN,KENTUCKY,YEAR,22.5
1889,GRAIN,KENTUCKY,YEAR,26.5
1888,GRAIN,KENTUCKY,YEAR,26.5
1887,GRAIN,KENTUCKY,YEAR,18.5
1886,GRAIN,KENTUCKY,YEAR,25.5
1885,GRAIN,KENTUCKY,YEAR,25.0
1884,GRAIN,KENTUCKY,YEAR,24.0
1883,GRAIN,KENTUCKY,YEAR,23.0
1882,GRAIN,KENTUCKY,YEAR,27.0
1881,GRAIN,KENTUCKY,YEAR,17.0
1880,GRAIN,KENTUCKY,YEAR,25.0
1879,GRAIN,KENTUCKY,YEAR,24.1
1878,GRAIN,KENTUCKY,YEAR,20.0
1877,GRAIN,KENTUCKY,YEAR,26.0
1876,GRAIN,KENTUCKY,YEAR,27.0
1875,GRAIN,KENTUCKY,YEAR,27.0
1874,GRAIN,KENTUCKY,YEAR,22.5
1873,GRAIN,KENTUCKY,YEAR,25.5
1872,GRAIN,KENTUCKY,YEAR,27.5
1871,GRAIN,KENTUCKY,YEAR,23.5
1870,GRAIN,KENTUCKY,YEAR,28.0
1869,GRAIN,KENTUCKY,YEAR,21.2
1868,GRAIN,KENTUCKY,YEAR,28.0
1867,GRAIN,KENTUCKY,YEAR,21.0
1866,GRAIN,KENTUCKY,YEAR,26.5
2024,GRAIN,LOUISIANA,YEAR,189.0
2023,GRAIN,LOUISIANA,YEAR,175.0
2022,GRAIN,LOUISIANA,YEAR,170.0
2021,GRAIN,LOUISIANA,YEAR,183.0
2020,GRAIN,LOUISIANA,YEAR,181.0
2019,GRAIN,LOUISIANA,YEAR,165.0
2018,GRAIN,LOUISIANA,YEAR,173.0
2017,GRAIN,LOUISIANA,YEAR,184.0
2016,GRAIN,LOUISIANA,YEAR,165.0
2015,GRAIN,LOUISIANA,YEAR,171.0
2014,GRAIN,LOUISIANA,YEAR,183.0
2013,GRAIN,LOUISIANA,YEAR,173.0
2012,GRAIN,LOUISIANA,YEAR,173.0
2011,GRAIN,LOUISIANA,YEAR,135.0
2010,GRAIN,LOUISIANA,YEAR,140.0
2009,GRAIN,LOUISIANA,YEAR,132.0
2008,GRAIN,LOUISIANA,YEAR,144.0
2007,GRAIN,LOUISIANA,YEAR,163.0
2006,GRAIN,LOUISIANA,YEAR,140.0
2005,GRAIN,LOUISIANA,YEAR,136.0
2004,GRAIN,LOUISIANA,YEAR,135.0
2003,GRAIN,LOUISIANA,YEAR,134.0
2002,GRAIN,LOUISIANA,YEAR,121.0
2001,GRAIN,LOUISIANA,YEAR,148.0
2000,GRAIN,LOUISIANA,YEAR,116.0
1999,GRAIN,LOUISIANA,YEAR,121.0
1998,GRAIN,LOUISIANA,YEAR,81.0
1997,GRAIN,LOUISIANA,YEAR,117.0
1996,GRAIN,LOUISIANA,YEAR,125.0
1995,GRAIN,LOUISIANA,YEAR,105.0
1994,GRAIN,LOUISIANA,YEAR,115.0
1993,GRAIN,LOUISIANA,YEAR,95.0
1992,GRAIN,LOUISIANA,YEAR,120.0
1991,GRAIN,LOUISIANA,YEAR,85.0
1990,GRAIN,LOUISIANA,YEAR,116.0
1989,GRAIN,LOUISIANA,YEAR,95.0
1988,GRAIN,LOUISIANA,YEAR,95.0
1987,GRAIN,LOUISIANA,YEAR,102.0
1986,GRAIN,LOUISIANA,YEAR,116.0
1985,GRAIN,LOUISIANA,YEAR,114.0
1984,GRAIN,LOUISIANA,YEAR,115.0
1983,GRAIN,LOUISIANA,YEAR,90.0
1982,GRAIN,LOUISIANA,YEAR,80.0
1981,GRAIN,LOUISIANA,YEAR,75.0
1980,GRAIN,LOUISIANA,YEAR,46.0
1979,GRAIN,LOUISIANA,YEAR,54.0
1978,GRAIN,LOUISIANA,YEAR,59.0
1977,GRAIN,LOUISIANA,YEAR,52.0
1976,GRAIN,LOUISIANA,YEAR,66.0
1975,GRAIN,LOUISIANA,YEAR,50.0
1974,GRAIN,LOUISIANA,YEAR,48.0
1973,GRAIN,LOUISIANA,YEAR,42.0
1972,GRAIN,LOUISIANA,YEAR,53.0
1971,GRAIN,LOUISIANA,YEAR,45.0
1970,GRAIN,LOUISIANA,YEAR,43.0
1969,GRAIN,LOUISIANA,YEAR,37.0
1968,GRAIN,LOUISIANA,YEAR,52.0
1967,GRAIN,LOUISIANA,YEAR,50.0
1966,GRAIN,LOUISIANA,YEAR,45.0
1965,GRAIN,LOUISIANA,YEAR,35.0
1964,GRAIN,LOUISIANA,YEAR,31.0
1963,GRAIN,LOUISIANA,YEAR,31.0
1962,GRAIN,LOUISIANA,YEAR,28.0
1961,GRAIN,LOUISIANA,YEAR,37.0
1960,GRAIN,LOUISIANA,YEAR,27.0
1959,GRAIN,LOUISIANA,YEAR,31.0
1958,GRAIN,LOUISIANA,YEAR,27.0
1957,GRAIN,LOUISIANA,YEAR,22.0
1956,GRAIN,LOUISIANA,YEAR,26.0
1955,GRAIN,LOUISIANA,YEAR,29.0
1954,GRAIN,LOUISIANA,YEAR,20.0
1953,GRAIN,LOUISIANA,YEAR,19.0
1952,GRAIN,LOUISIANA,YEAR,19.0
1951,GRAIN,LOUISIANA,YEAR,22.0
1950,GRAIN,LOUISIANA,YEAR,20.0
1949,GRAIN,LOUISIANA,YEAR,20.0
1948,GRAIN,LOUISIANA,YEAR,17.5
1947,GRAIN,LOUISIANA,YEAR,13.5
1946,GRAIN,LOUISIANA,YEAR,14.0
1945,GRAIN,LOUISIANA,YEAR,18.5
1944,GRAIN,LOUISIANA,YEAR,14.0
1943,GRAIN,LOUISIANA,YEAR,16.0
1942,GRAIN,LOUISIANA,YEAR,17.0
1941,GRAIN,LOUISIANA,YEAR,14.0
1940,GRAIN,LOUISIANA,YEAR,15.0
1939,GRAIN,LOUISIANA,YEAR,14.0
1938,GRAIN,LOUISIANA,YEAR,16.5
1937,GRAIN,LOUISIANA,YEAR,17.5
1936,GRAIN,LOUISIANA,YEAR,13.5
1935,GRAIN,LOUISIANA,YEAR,16.0
1934,GRAIN,LOUISIANA,YEAR,9.6
1933,GRAIN,LOUISIANA,YEAR,13.0
1932,GRAIN,LOUISIANA,YEAR,14.2
1931,GRAIN,LOUISIANA,YEAR,16.0
1930,GRAIN,LOUISIANA,YEAR,11.0
1929,GRAIN,LOUISIANA,YEAR,15.8
1928,GRAIN,LOUISIANA,YEAR,15.0
1927,GRAIN,LOUISIANA,YEAR,16.0
1926,GRAIN,LOUISIANA,YEAR,15.5
1925,GRAIN,LOUISIANA,YEAR,16.0
1924,GRAIN,LOUISIANA,YEAR,11.0
1923,GRAIN,LOUISIANA,YEAR,14.0
1922,GRAIN,LOUISIANA,YEAR,16.0
1921,GRAIN,LOUISIANA,YEAR,17.5
1920,GRAIN,LOUISIANA,YEAR,18.0
1919,GRAIN,LOUISIANA,YEAR,14.5
1918,GRAIN,LOUISIANA,YEAR,13.0
1917,GRAIN,LOUISIANA,YEAR,14.5
1916,GRAIN,LOUISIANA,YEAR,17.0
1915,GRAIN,LOUISIANA,YEAR,17.0
1914,GRAIN,LOUISIANA,YEAR,15.5
1913,GRAIN,LOUISIANA,YEAR,17.0
1912,GRAIN,LOUISIANA,YEAR,16.0
1911,GRAIN,LOUISIANA,YEAR,15.0
1910,GRAIN,LOUISIANA,YEAR,18.0
1909,GRAIN,LOUISIANA,YEAR,16.4
1908,GRAIN,LOUISIANA,YEAR,16.0
1907,GRAIN,LOUISIANA,YEAR,14.0
1906,GRAIN,LOUISIANA,YEAR,16.0
1905,GRAIN,LOUISIANA,YEAR,13.5
1904,GRAIN,LOUISIANA,YEAR,16.5
1903,GRAIN,LOUISIANA,YEAR,18.0
1902,GRAIN,LOUISIANA,YEAR,11.0
1901,GRAIN,LOUISIANA,YEAR,12.0
1900,GRAIN,LOUISIANA,YEAR,15.0
1899,GRAIN,LOUISIANA,YEAR,16.4
1898,GRAIN,LOUISIANA,YEAR,18.0
1897,GRAIN,LOUISIANA,YEAR,16.0
1896,GRAIN,LOUISIANA,YEAR,13.0
1895,GRAIN,LOUISIANA,YEAR,17.5
1894,GRAIN,LOUISIANA,YEAR,16.5
1893,GRAIN,LOUISIANA,YEAR,15.0
1892,GRAIN,LOUISIANA,YEAR,16.0
1891,GRAIN,LOUISIANA,YEAR,16.0
1890,GRAIN,LOUISIANA,YEAR,14.5
1889,GRAIN,LOUISIANA,YEAR,15.6
1888,GRAIN,LOUISIANA,YEAR,14.5
1887,GRAIN,LOUISIANA,YEAR,16.0
1886,GRAIN,LOUISIANA,YEAR,15.5
1885,GRAIN,LOUISIANA,YEAR,16.0
1884,GRAIN,LOUISIANA,YEAR,12.5
1883,GRAIN,LOUISIANA,YEAR,14.5
1882,GRAIN,LOUISIANA,YEAR,15.0
1881,GRAIN,LOUISIANA,YEAR,12.0
1880,GRAIN,LOUISIANA,YEAR,15.5
1879,GRAIN,LOUISIANA,YEAR,13.3
1878,GRAIN,LOUISIANA,YEAR,16.5
1877,GRAIN,LOUISIANA,YEAR,16.0
1876,GRAIN,LOUISIANA,YEAR,15.0
1875,GRAIN,LOUISIANA,YEAR,14.5
1874,GRAIN,LOUISIANA,YEAR,13.0
1873,GRAIN,LOUISIANA,YEAR,15.0
1872,GRAIN,LOUISIANA,YEAR,17.0
1871,GRAIN,LOUISIANA,YEAR,12.5
1870,GRAIN,LOUISIANA,YEAR,16.5
1869,GRAIN,LOUISIANA,YEAR,15.5
1868,GRAIN,LOUISIANA,YEAR,17.0
1867,GRAIN,LOUISIANA,YEAR,15.5
1866,GRAIN,LOUISIANA,YEAR,11.0
1955,GRAIN,MAINE,YEAR,39.0
1954,GRAIN,MAINE,YEAR,34.0
1953,GRAIN,MAINE,YEAR,39.0
1952,GRAIN,MAINE,YEAR,31.0
1951,GRAIN,MAINE,YEAR,36.0
1950,GRAIN,MAINE,YEAR,34.0
1949,GRAIN,MAINE,YEAR,42.0
1948,GRAIN,MAINE,YEAR,32.0
1947,GRAIN,MAINE,YEAR,40.0
1946,GRAIN,MAINE,YEAR,37.0
1945,GRAIN,MAINE,YEAR,39.0
1944,GRAIN,MAINE,YEAR,39.0
1943,GRAIN,MAINE,YEAR,39.0
1942,GRAIN,MAINE,YEAR,41.0
1941,GRAIN,MAINE,YEAR,40.0
1940,GRAIN,MAINE,YEAR,39.0
1939,GRAIN,MAINE,YEAR,41.0
1938,GRAIN,MAINE,YEAR,42.0
1937,GRAIN,MAINE,YEAR,38.0
1936,GRAIN,MAINE,YEAR,39.0
1935,GRAIN,MAINE,YEAR,38.0
1934,GRAIN,MAINE,YEAR,35.0
1933,GRAIN,MAINE,YEAR,40.0
1932,GRAIN,MAINE,YEAR,41.0
1931,GRAIN,MAINE,YEAR,38.0
1930,GRAIN,MAINE,YEAR,39.0
1929,GRAIN,MAINE,YEAR,40.0
1928,GRAIN,MAINE,YEAR,40.0
1927,GRAIN,MAINE,YEAR,37.0
1926,GRAIN,MAINE,YEAR,36.0
1925,GRAIN,MAINE,YEAR,36.0
1924,GRAIN,MAINE,YEAR,40.0
1923,GRAIN,MAINE,YEAR,39.0
1922,GRAIN,MAINE,YEAR,40.0
1921,GRAIN,MAINE,YEAR,42.0
1920,GRAIN,MAINE,YEAR,44.0
1919,GRAIN,MAINE,YEAR,41.0
1918,GRAIN,MAINE,YEAR,36.0
1917,GRAIN,MAINE,YEAR,30.0
1916,GRAIN,MAINE,YEAR,34.5
1915,GRAIN,MAINE,YEAR,33.0
1914,GRAIN,MAINE,YEAR,38.0
1913,GRAIN,MAINE,YEAR,29.5
1912,GRAIN,MAINE,YEAR,31.0
1911,GRAIN,MAINE,YEAR,40.0
1910,GRAIN,MAINE,YEAR,43.0
1909,GRAIN,MAINE,YEAR,35.0
1908,GRAIN,MAINE,YEAR,42.5
1907,GRAIN,MAINE,YEAR,38.0
1906,GRAIN,MAINE,YEAR,40.0
1905,GRAIN,MAINE,YEAR,42.0
1904,GRAIN,MAINE,YEAR,37.0
1903,GRAIN,MAINE,YEAR,26.0
1902,GRAIN,MAINE,YEAR,24.0
1901,GRAIN,MAINE,YEAR,41.5
1900,GRAIN,MAINE,YEAR,38.5
1899,GRAIN,MAINE,YEAR,38.3
1898,GRAIN,MAINE,YEAR,40.0
1897,GRAIN,MAINE,YEAR,34.0
1896,GRAIN,MAINE,YEAR,36.0
1895,GRAIN,MAINE,YEAR,41.0
1894,GRAIN,MAINE,YEAR,40.0
1893,GRAIN,MAINE,YEAR,30.0
1892,GRAIN,MAINE,YEAR,35.5
1891,GRAIN,MAINE,YEAR,37.5
1890,GRAIN,MAINE,YEAR,33.0
1889,GRAIN,MAINE,YEAR,35.0
1888,GRAIN,MAINE,YEAR,21.5
1887,GRAIN,MAINE,YEAR,36.0
1886,GRAIN,MAINE,YEAR,32.5
1885,GRAIN,MAINE,YEAR,34.0
1884,GRAIN,MAINE,YEAR,33.0
1883,GRAIN,MAINE,YEAR,32.0
1882,GRAIN,MAINE,YEAR,28.0
1881,GRAIN,MAINE,YEAR,32.5
1880,GRAIN,MAINE,YEAR,31.0
1879,GRAIN,MAINE,YEAR,31.0
1878,GRAIN,MAINE,YEAR,36.0
1877,GRAIN,MAINE,YEAR,35.0
1876,GRAIN,MAINE,YEAR,31.0
1875,GRAIN,MAINE,YEAR,31.5
1874,GRAIN,MAINE,YEAR,25.0
1873,GRAIN,MAINE,YEAR,27.5
1872,GRAIN,MAINE,YEAR,34.0
1871,GRAIN,MAINE,YEAR,30.5
1870,GRAIN,MAINE,YEAR,35.0
1869,GRAIN,MAINE,YEAR,24.0
1868,GRAIN,MAINE,YEAR,31.5
1867,GRAIN,MAINE,YEAR,31.5
1866,GRAIN,MAINE,YEAR,30.0
2024,GRAIN,MARYLAND,YEAR,130.0
2023,GRAIN,MARYLAND,YEAR,165.0
2022,GRAIN,MARYLAND,YEAR,165.0
2021,GRAIN,MARYLAND,YEAR,175.0
2020,GRAIN,MARYLAND,YEAR,155.0
2019,GRAIN,MARYLAND,YEAR,161.0
2018,GRAIN,MARYLAND,YEAR,146.0
2017,GRAIN,MARYLAND,YEAR,172.0
2016,GRAIN,MARYLAND,YEAR,152.0
2015,GRAIN,MARYLAND,YEAR,164.0
2014,GRAIN,MARYLAND,YEAR,175.0
2013,GRAIN,MARYLAND,YEAR,158.0
2012,GRAIN,MARYLAND,YEAR,122.0
2011,GRAIN,MARYLAND,YEAR,109.0
2010,GRAIN,MARYLAND,YEAR,106.0
2009,GRAIN,MARYLAND,YEAR,145.0
2008,GRAIN,MARYLAND,YEAR,121.0
2007,GRAIN,MARYLAND,YEAR,101.0
2006,GRAIN,MARYLAND,YEAR,140.0
2005,GRAIN,MARYLAND,YEAR,135.0
2004,GRAIN,MARYLAND,YEAR,153.0
2003,GRAIN,MARYLAND,YEAR,123.0
2002,GRAIN,MARYLAND,YEAR,74.0
2001,GRAIN,MARYLAND,YEAR,136.0
2000,GRAIN,MARYLAND,YEAR,155.0
1999,GRAIN,MARYLAND,YEAR,93.0
1998,GRAIN,MARYLAND,YEAR,109.0
1997,GRAIN,MARYLAND,YEAR,90.0
1996,GRAIN,MARYLAND,YEAR,139.0
1995,GRAIN,MARYLAND,YEAR,105.0
1994,GRAIN,MARYLAND,YEAR,118.0
1993,GRAIN,MARYLAND,YEAR,78.0
1992,GRAIN,MARYLAND,YEAR,124.0
1991,GRAIN,MARYLAND,YEAR,95.0
1990,GRAIN,MARYLAND,YEAR,118.0
1989,GRAIN,MARYLAND,YEAR,110.0
1988,GRAIN,MARYLAND,YEAR,65.0
1987,GRAIN,MARYLAND,YEAR,78.0
1986,GRAIN,MARYLAND,YEAR,73.0
1985,GRAIN,MARYLAND,YEAR,110.0
1984,GRAIN,MARYLAND,YEAR,118.0
1983,GRAIN,MARYLAND,YEAR,68.0
1982,GRAIN,MARYLAND,YEAR,103.0
1981,GRAIN,MARYLAND,YEAR,102.0
1980,GRAIN,MARYLAND,YEAR,72.0
1979,GRAIN,MARYLAND,YEAR,99.0
1978,GRAIN,MARYLAND,YEAR,97.0
1977,GRAIN,MARYLAND,YEAR,72.0
1976,GRAIN,MARYLAND,YEAR,92.0
1975,GRAIN,MARYLAND,YEAR,92.0
1974,GRAIN,MARYLAND,YEAR,86.0
1973,GRAIN,MARYLAND,YEAR,85.0
1972,GRAIN,MARYLAND,YEAR,80.0
1971,GRAIN,MARYLAND,YEAR,72.0
1970,GRAIN,MARYLAND,YEAR,83.0
1969,GRAIN,MARYLAND,YEAR,81.0
1968,GRAIN,MARYLAND,YEAR,66.0
1967,GRAIN,MARYLAND,YEAR,82.0
1966,GRAIN,MARYLAND,YEAR,44.0
1965,GRAIN,MARYLAND,YEAR,74.0
1964,GRAIN,MARYLAND,YEAR,66.5
1963,GRAIN,MARYLAND,YEAR,52.0
1962,GRAIN,MARYLAND,YEAR,60.0
1961,GRAIN,MARYLAND,YEAR,60.0
1960,GRAIN,MARYLAND,YEAR,60.0
