STATE,YEAR,GRAIN,TEMP_MEAN,TEMP_MIN,TEMP_MAX,PCP_SUM,PDSI_MEAN
IOWA,2006,166.0,50.39166666666667,14.1,87.3,32.4,-0.6975000000000001
MINNESOTA,2006,161.0,44.38333333333333,1.9,85.9,22.78,-0.6458333333333334
MISSOURI,2006,138.0,56.75,22.3,90.4,38.01,-1.8716666666666668
NEBRASKA,2006,152.0,51.09166666666667,15.1,91.5,21.56,-1.005
ILLINOIS,2007,175.0,53.675,13.5,89.4,36.68,-0.5466666666666667
INDIANA,2007,154.0,53.28333333333333,11.7,88.6,41.79,-0.1724999999999999
IOWA,2007,171.0,48.89166666666667,7.7,85.1,42.4,2.3958333333333335
MINNESOTA,2007,146.0,42.4,-1.6,82.6,29.21,-0.9391666666666666
MISSOURI,2007,140.0,56.18333333333334,19.8,93.3,39.58,-0.3441666666666667
NEBRASKA,2007,160.0,49.958333333333336,11.4,88.8,28.64,2.3025
ILLINOIS,2008,179.0,50.916666666666664,17.0,84.9,50.17,2.985
INDIANA,2008,160.0,51.041666666666664,18.6,84.0,49.69,2.6141666666666667
IOWA,2008,171.0,45.916666666666664,7.6,83.6,42.91,4.785
MINNESOTA,2008,162.0,39.416666666666664,-3.4,80.1,27.34,1.465833333333333
MISSOURI,2008,144.0,53.43333333333334,20.0,86.8,56.1,3.7258333333333336
NEBRASKA,2008,163.0,47.69166666666666,9.5,88.3,28.09,3.56
ILLINOIS,2009,174.0,51.425,11.9,83.2,50.96,4.7058333333333335
INDIANA,2009,171.0,51.28333333333333,13.0,82.0,46.06,2.0533333333333332
IOWA,2009,181.0,46.7,3.2,79.2,39.15,4.4225
MINNESOTA,2009,174.0,40.10833333333333,-9.2,75.1,26.38,0.6158333333333333
MISSOURI,2009,153.0,53.974999999999994,17.3,85.1,51.71,4.215
NEBRASKA,2009,179.0,47.6,9.1,82.6,25.7,5.16
ILLINOIS,2010,157.0,52.89166666666667,14.8,87.9,40.68,3.775
INDIANA,2010,157.0,52.6,17.2,87.2,37.39,-0.7341666666666667
IOWA,2010,165.0,48.19166666666666,6.9,84.8,44.05,5.265833333333333
MINNESOTA,2010,177.0,42.84166666666667,0.5,81.3,33.44,1.8541666666666667
MISSOURI,2010,123.0,55.208333333333336,17.8,90.8,44.57,3.897499999999999
NEBRASKA,2010,166.0,49.34166666666667,12.8,88.0,27.06,6.088333333333334
ILLINOIS,2011,157.0,53.15,15.2,90.2,46.1,1.275
INDIANA,2011,146.0,53.06666666666666,16.4,89.6,55.19,2.1716666666666664
IOWA,2011,172.0,48.40833333333333,6.6,87.7,31.83,1.5175
MINNESOTA,2011,155.0,42.025,-3.8,83.6,24.35,1.6958333333333335
MISSOURI,2011,114.0,55.64166666666667,17.2,93.5,45.7,0.6016666666666667
NEBRASKA,2011,160.0,48.78333333333333,9.7,89.5,25.81,3.018333333333333
ILLINOIS,2012,105.0,55.775,22.7,94.4,30.11,-2.3525
INDIANA,2012,99.0,55.13333333333333,23.7,92.8,33.82,-0.6741666666666667
IOWA,2012,137.0,52.06666666666666,16.7,92.0,25.6,-2.9058333333333333
MINNESOTA,2012,165.0,45.208333333333336,8.6,86.0,26.17,-3.255833333333334
MISSOURI,2012,75.0,58.55,25.0,97.0,31.03,-2.6374999999999997
NEBRASKA,2012,142.0,52.708333333333336,15.4,95.2,13.36,-3.4825
ILLINOIS,2013,178.0,51.083333333333336,17.4,83.8,42.49,0.425
INDIANA,2013,177.0,51.208333333333336,21.1,82.6,45.14,0.5908333333333333
IOWA,2013,164.0,46.65833333333333,8.1,83.4,34.44,-1.205833333333333
MINNESOTA,2013,159.0,39.325,-4.3,79.9,29.01,0.1241666666666666
MISSOURI,2013,136.0,53.60833333333333,20.3,85.8,45.71,1.0116666666666667
NEBRASKA,2013,169.0,48.458333333333336,10.4,85.8,23.44,-3.4691666666666667
ILLINOIS,2014,200.0,49.48333333333333,9.2,83.3,41.29,1.0941666666666665
INDIANA,2014,188.0,49.40833333333333,9.6,82.6,43.57,1.8166666666666669
IOWA,2014,178.0,45.458333333333336,2.8,80.3,38.69,1.1825
MINNESOTA,2014,156.0,38.641666666666666,-9.0,77.4,29.12,0.4599999999999999
MISSOURI,2014,186.0,52.875,13.8,87.2,39.31,0.4416666666666666
NEBRASKA,2014,179.0,48.01666666666667,9.9,84.5,24.98,0.49
ILLINOIS,2015,175.0,52.86666666666667,9.8,83.6,48.8,2.7325
INDIANA,2015,150.0,52.30833333333334,9.4,82.7,47.510000000000005,2.6766666666666663
IOWA,2015,192.0,49.26666666666667,4.7,82.0,42.51,3.153333333333333
MINNESOTA,2015,188.0,43.49166666666667,-4.8,80.5,29.46,0.26
MISSOURI,2015,142.0,55.84166666666667,15.7,86.6,55.52,2.4341666666666666
NEBRASKA,2015,185.0,50.8,13.5,86.1,28.06,2.611666666666667
ILLINOIS,2016,197.0,54.73333333333333,19.0,86.2,39.74,2.7566666666666664
INDIANA,2016,173.0,54.225,19.3,85.0,43.379999999999995,2.3358333333333334
IOWA,2016,203.0,50.71666666666667,12.4,84.8,38.1,4.156666666666667
MINNESOTA,2016,193.0,44.56666666666666,4.9,79.8,33.54,3.000833333333333
MISSOURI,2016,163.0,57.44166666666666,21.7,88.2,39.44,1.9391666666666667
NEBRASKA,2016,178.0,51.65,12.0,87.4,25.31,3.7466666666666666
ILLINOIS,2017,201.0,54.39166666666667,20.8,86.8,37.8,0.4524999999999999
INDIANA,2017,180.0,53.975,21.1,84.5,45.61,2.1758333333333333
IOWA,2017,202.0,50.0,15.1,85.8,32.35,2.515
MINNESOTA,2017,194.0,42.63333333333333,5.2,80.9,28.3,3.4258333333333333
MISSOURI,2017,170.0,57.15,24.4,89.6,41.45,0.1966666666666666
NEBRASKA,2017,181.0,50.666666666666664,15.2,90.4,25.34,1.774166666666667
ILLINOIS,2018,210.0,52.475,14.6,85.3,45.79,1.600833333333333
INDIANA,2018,189.0,52.59166666666667,15.7,84.8,50.03,2.9133333333333336
IOWA,2018,196.0,47.49166666666667,8.7,83.8,45.08,2.5225
MINNESOTA,2018,182.0,40.59166666666667,-3.1,80.6,30.08,2.799166666666667
MISSOURI,2018,140.0,55.2,17.6,89.6,43.0,-0.5525
NEBRASKA,2018,192.0,48.25833333333333,10.2,85.2,29.22,2.6983333333333337
ILLINOIS,2019,181.0,52.1,17.5,87.5,49.86,4.340833333333333
INDIANA,2019,169.0,52.4,19.0,86.8,49.52,4.164166666666667
IOWA,2019,198.0,46.81666666666666,6.2,85.2,41.63,5.1258333333333335
MINNESOTA,2019,174.0,39.3,-4.7,81.1,35.65,4.882499999999999
MISSOURI,2019,155.0,54.975,22.9,87.7,53.82,3.474166666666666
NEBRASKA,2019,182.0,47.49166666666667,7.0,86.5,31.37,6.766666666666667
ILLINOIS,2020,191.0,53.30833333333333,24.0,87.2,41.93,3.580833333333333
INDIANA,2020,187.0,53.291666666666664,25.0,87.1,42.4,1.2241666666666666
IOWA,2020,177.0,49.15,15.5,85.9,29.28,0.525
MINNESOTA,2020,191.0,42.40833333333333,2.2,82.6,24.39,0.355
MISSOURI,2020,170.0,55.75833333333333,25.5,89.2,46.34,3.7533333333333334
NEBRASKA,2020,180.0,50.55,17.4,88.0,18.24,2.8516666666666666
ILLINOIS,2021,202.0,53.76666666666666,12.8,86.0,41.01,1.71
INDIANA,2021,195.0,53.5,15.8,85.5,45.45,0.88
IOWA,2021,204.0,50.0,4.5,85.7,30.84,-0.8916666666666666
MINNESOTA,2021,177.0,44.3,-2.7,83.4,23.57,-1.8458333333333332
MISSOURI,2021,159.0,56.3,15.7,88.0,44.01,2.231666666666667
NEBRASKA,2021,194.0,51.041666666666664,6.5,88.0,22.6,-0.8191666666666667
ILLINOIS,2022,214.0,52.05833333333333,12.6,85.8,37.25,0.4391666666666666
INDIANA,2022,190.0,52.175,14.9,85.5,38.18,0.3008333333333333
IOWA,2022,200.0,47.50833333333333,3.4,84.9,27.32,-0.7833333333333333
MINNESOTA,2022,195.0,40.0,-8.2,80.6,26.83,-0.395
MISSOURI,2022,161.0,55.025,17.4,91.1,40.26,0.1125
NEBRASKA,2022,165.0,49.650000000000006,11.8,89.8,15.62,-4.155
ILLINOIS,2023,206.0,54.74166666666667,25.9,86.0,34.65,-0.9925
INDIANA,2023,203.0,54.325,27.3,85.0,37.05,-0.8283333333333333
IOWA,2023,201.0,50.51666666666667,15.6,83.8,26.93,-1.5408333333333333
MINNESOTA,2023,185.0,43.75833333333333,2.7,81.0,24.16,-1.538333333333333
MISSOURI,2023,153.0,57.4,28.2,89.2,35.8,-1.24
NEBRASKA,2023,182.0,50.43333333333334,15.6,87.0,24.81,-1.7808333333333335
ILLINOIS,2024,217.0,55.5,20.7,85.4,40.87,-0.5825
INDIANA,2024,198.0,55.2,21.8,84.3,42.89,-1.4683333333333335
IOWA,2024,211.0,51.53333333333333,14.3,83.0,37.05,-0.5583333333333333
MINNESOTA,2024,174.0,45.53333333333333,9.6,80.4,29.59,-0.5408333333333333
MISSOURI,2024,183.0,57.96666666666667,20.1,86.6,43.94,-0.3258333333333333
NEBRASKA,2024,188.0,51.96666666666667,11.0,86.7,22.4,-0.3216666666666666
